0.8,0.01,0.01,0.77,0.72,0.01,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.78,0.03,0.02,0.75,0.71,0.03,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.77,0.04,0.04,0.74,0.69,0.04,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.76,0.05,0.05,0.73,0.68,0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.74,0.06,0.06,0.71,0.67,0.06,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.73,0.08,0.07,0.7,0.66,0.08,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.72,0.09,0.09,0.69,0.64,0.09,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.7,0.1,0.1,0.68,0.63,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.69,0.11,0.11,0.66,0.62,0.11,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.68,0.13,0.12,0.65,0.61,0.13,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.66,0.14,0.13,0.64,0.6,0.14,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.65,0.15,0.15,0.62,0.58,0.15,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.63,0.16,0.16,0.61,0.57,0.16,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.62,0.18,0.17,0.6,0.56,0.18,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.61,0.19,0.18,0.58,0.55,0.19,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.59,0.2,0.19,0.57,0.54,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.58,0.22,0.21,0.56,0.52,0.22,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.57,0.23,0.22,0.55,0.51,0.23,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.55,0.24,0.23,0.53,0.5,0.24,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.54,0.25,0.24,0.52,0.49,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.53,0.27,0.26,0.51,0.47,0.27,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.51,0.28,0.27,0.49,0.46,0.28,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.5,0.29,0.28,0.48,0.45,0.29,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.49,0.3,0.29,0.47,0.44,0.3,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.47,0.32,0.3,0.45,0.43,0.32,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.46,0.33,0.32,0.44,0.41,0.33,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.45,0.34,0.33,0.43,0.4,0.34,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.43,0.35,0.34,0.42,0.39,0.35,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.42,0.37,0.35,0.4,0.38,0.37,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.4,0.38,0.37,0.39,0.36,0.38,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.39,0.39,0.38,0.38,0.35,0.39,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.38,0.41,0.39,0.36,0.34,0.41,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.36,0.42,0.4,0.35,0.33,0.42,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.35,0.43,0.41,0.34,0.32,0.43,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.34,0.44,0.43,0.32,0.3,0.44,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.32,0.46,0.44,0.31,0.29,0.46,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.31,0.47,0.45,0.3,0.28,0.47,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.3,0.48,0.46,0.29,0.27,0.48,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.28,0.49,0.47,0.27,0.26,0.49,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.27,0.51,0.49,0.26,0.24,0.51,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.26,0.52,0.5,0.25,0.23,0.52,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.24,0.53,0.51,0.23,0.22,0.53,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.23,0.54,0.52,0.22,0.21,0.54,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.22,0.56,0.54,0.21,0.19,0.56,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.2,0.57,0.55,0.19,0.18,0.57,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.19,0.58,0.56,0.18,0.17,0.58,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.18,0.6,0.57,0.17,0.16,0.6,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.16,0.61,0.58,0.16,0.15,0.61,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.15,0.62,0.6,0.14,0.13,0.62,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.13,0.63,0.61,0.13,0.12,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.12,0.65,0.62,0.12,0.11,0.65,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.11,0.66,0.63,0.1,0.1,0.66,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.09,0.67,0.64,0.09,0.09,0.67,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.08,0.68,0.66,0.08,0.07,0.68,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.07,0.7,0.67,0.06,0.06,0.7,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.05,0.71,0.68,0.05,0.05,0.71,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.04,0.72,0.69,0.04,0.04,0.72,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.03,0.73,0.71,0.03,0.02,0.73,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.01,0.75,0.72,0.01,0.01,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.0,0.76,0.73,0.0,0.0,0.76,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.0,0.76,0.73,0.0,0.0,0.76,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.0,0.76,0.73,0.0,0.0,0.76,0.0,0.0,1.0,1.0,1.0,1.0,0.1
0.0,0.76,0.73,0.0,0.0,0.76,0.0,0.0,1.0,1.0,1.0,1.0,0.1
0.0,0.76,0.73,0.0,0.0,0.76,0.0,0.0,1.0,1.0,1.0,1.0,0.1
0.0,0.76,0.73,0.0,0.0,0.76,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.0,0.76,0.73,0.0,0.0,0.76,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.0,0.76,0.73,0.0,0.0,0.76,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.01,0.75,0.72,0.01,0.01,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.03,0.73,0.71,0.03,0.02,0.73,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.04,0.72,0.69,0.04,0.04,0.72,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.05,0.71,0.68,0.05,0.05,0.71,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.07,0.7,0.67,0.07,0.06,0.7,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.08,0.68,0.66,0.08,0.07,0.68,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.09,0.67,0.64,0.09,0.09,0.67,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.11,0.66,0.63,0.1,0.1,0.66,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.12,0.65,0.62,0.12,0.11,0.65,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.14,0.63,0.61,0.13,0.12,0.63,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.15,0.62,0.6,0.14,0.13,0.62,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.16,0.61,0.58,0.16,0.15,0.61,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.18,0.6,0.57,0.17,0.16,0.6,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.19,0.58,0.56,0.18,0.17,0.58,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.2,0.57,0.55,0.2,0.18,0.57,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.22,0.56,0.54,0.21,0.19,0.56,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.23,0.54,0.52,0.22,0.21,0.54,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.24,0.53,0.51,0.23,0.22,0.53,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.26,0.52,0.5,0.25,0.23,0.52,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.27,0.51,0.49,0.26,0.24,0.51,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.28,0.49,0.47,0.27,0.26,0.49,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.3,0.48,0.46,0.29,0.27,0.48,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.31,0.47,0.45,0.3,0.28,0.47,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.32,0.46,0.44,0.31,0.29,0.46,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.34,0.44,0.43,0.33,0.3,0.44,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.35,0.43,0.41,0.34,0.32,0.43,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.36,0.42,0.4,0.35,0.33,0.42,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.38,0.41,0.39,0.36,0.34,0.41,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.39,0.39,0.38,0.38,0.35,0.39,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.41,0.38,0.36,0.39,0.37,0.38,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.42,0.37,0.35,0.4,0.38,0.37,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.43,0.35,0.34,0.42,0.39,0.35,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.45,0.34,0.33,0.43,0.4,0.34,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.46,0.33,0.32,0.44,0.41,0.33,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.47,0.32,0.3,0.46,0.43,0.32,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.49,0.3,0.29,0.47,0.44,0.3,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.5,0.29,0.28,0.48,0.45,0.29,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.51,0.28,0.27,0.49,0.46,0.28,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.53,0.27,0.26,0.51,0.47,0.27,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.54,0.25,0.24,0.52,0.49,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.55,0.24,0.23,0.53,0.5,0.24,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.57,0.23,0.22,0.55,0.51,0.23,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.58,0.22,0.21,0.56,0.52,0.22,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.59,0.2,0.19,0.57,0.54,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.61,0.19,0.18,0.59,0.55,0.19,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.62,0.18,0.17,0.6,0.56,0.18,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.63,0.16,0.16,0.61,0.57,0.16,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.65,0.15,0.15,0.62,0.58,0.15,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.66,0.14,0.13,0.64,0.6,0.14,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.68,0.13,0.12,0.65,0.61,0.13,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.69,0.11,0.11,0.66,0.62,0.11,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.7,0.1,0.1,0.68,0.63,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.72,0.09,0.09,0.69,0.64,0.09,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.73,0.08,0.07,0.7,0.66,0.08,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.74,0.06,0.06,0.72,0.67,0.06,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.76,0.05,0.05,0.73,0.68,0.05,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.77,0.04,0.04,0.74,0.69,0.04,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.78,0.03,0.02,0.75,0.71,0.03,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.8,0.01,0.01,0.77,0.72,0.01,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.81,0.0,0.0,0.78,0.73,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.81,0.0,0.0,0.78,0.73,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1
0.81,0.0,0.0,0.78,0.73,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
0.81,0.0,0.0,0.78,0.73,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
0.81,0.0,0.0,0.78,0.73,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
0.81,0.0,0.0,0.78,0.73,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.81,0.0,0.0,0.78,0.73,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1
0.81,0.0,0.0,0.78,0.73,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1
